ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Archaeological Period From,Archaeological Period To,Artefact Description,Cadastral Reference,Completeness,Condition Type,Conservation,Depth of Discovery,Dimensions Weight,Discovery Date,End Date Precision Type,End Date Type,External Identifier Type,External Source,Finder,Folio_No,Image,Land Use,Manufacture Method,Material,Measurement Type,Measurement Unit,Name,Name Type,Place Address,Place Description,Place Name,Place Type,Primary Reference Number,Record Type,Recovery Method,Secondary Material,Spatial Accuracy Type,Spatial Coordinates Geometry,Spatial Metadata Note,Start Date Precision Type,Start Date Type,Subsequent Action,Surface Treatment
7219735a-117f-11ec-8701-0275d4869ef4,Intertidal,St. Brelade,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"An incomplete clay pipe (smoking) of the post-medieval period dating c. 1640-1710 (Atkinson & Oswald 1969, pp. 7-10).  A complete bowl with 50.05mm of the stem remaining, the bore c. 3.15mm in diameter at the break. A faint casting seam can be seen along the length of the top and bottom of the pipe. A small section of faint transverse line decoration survives at the back of the bowl below the mouth. A large flat heel survives at the base of the pipe. Spur of this kind with long bowls suggest a date of 1640-1710 (Atkinson & Oswald 1969, pp. 7-10).",,Incomplete,Untreated,,Partly buried,"17.6g, Heel to mouth length: 40.52mm, Mouth inner diameter: 14.11mm, Bowl at widest diameter: 20.04mm, Stem diameter at break: 9.46, Stem bore diameter: 3.15 ",2021-02-01,,,,,,,/files/uploadedfiles/0100490_-_pipe.jpg,Intertidal,Cast,Ceramic,Metric,Millimetres/grams,Clay pipe (smoking),Certain,St. Aubin's Beach,,St. Aubin's Beach,,0100490,,Other chance find,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.161165 49.184952)),"""In front of St. Aubin's fort""",,,,
80cd938e-3571-11ec-8701-0275d4869ef4,Field Number,St. Brelade,Parish,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,"Société Jersiaise Finds Record Entry SJFR89 (2017) reads: A small, lozenge shaped copper alloy plate brooch that has a light green patina (AD100-200). The front surface has a central, vertical raised ridge with two incised lines and two spots either side that have been coloured with orange enamel. The back surface is rougher and has the remains of the pin hinge and clasp. The pin is missing. The item has been cleaned by the JH conservators and the overall condition is good. See similar examples at: https://finds.org.uk/database/artefacts/record/id/598489 https://finds.org.uk/database/artefacts/record/id/621505 https://finds.org.uk/database/artefacts/record/id/515388",,Incomplete,,,,"Dimensions:	27.5mm x 18mm, 2.5mm thick Weight:	5.43g",2017-06-30,,,,,,,"/files/uploadedfiles/0100500_-_roman_brooch_2.JPG,/files/uploadedfiles/0100500_-_roman_brooch.JPG",Cultivated,Cast,Copper alloy,Metric,Millimetres/grams,Plate brooch,Certain,St. Brelade,,St. Brelade,,0100501,,Metal detector,Enamel,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Brelade’; accurate location protected and marked as Jersey Archive.,,,,Inlaid with enamel
65fb3d60-1e85-0138-8d66-740f24312a1c,,St. John,Parish,,,Fragment (central section) of a polished flint axe.  Dimensions:  Length: 5.65 cm  Width: 5.80 cm  Thickness: 2.15 cm,,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Axe,,,,,,0500255,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St John'; location protected and marked as Jersey Archive.,,,,
825f98a0-1e7d-0138-8d64-740f24312a1c,,St. Helier,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,30 sherds of 13th century French vessels.,,,,,,,,,,,,,,,,,Ceramic,Metric,Millimetres/grams,Sherd,,,,,,0400774,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Helier’; location protected and marked as Jersey Archive.,,,,
0d112f80-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Flint scraper. Dimensions:  Length: 3.4 ? Width: 3.6 ? Thickness: 0.9 ?  *? could be cm,,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Scraper (tool),,,,,,0300346,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,,
92218b5a-3255-11ec-8701-0275d4869ef4,Field Number,Trinity,Parish,Unknown,,"Société Jersiaise Finds Record Entry SJFR29 (2017) reads: A tin ingot, pale grey in colour with dark grey flecks. The surface is uneven and rough. See similar examples at: https://finds.org.uk/database/artefacts/record/id/819195",,Fragment,,,,"(1) 55mm x 45mm x 20mm, 153g, (2) 55mm x 41mm x 19mm, 73g",2017-06-07,,,,,,,/files/uploadedfiles/1200330_-_2_tin_ingots.JPG,Cultivated land,Cast,Tin or tin alloy,Metric,Millimetres/grams,Ingot,Possibly,Trinity,,Trinity,,1200330,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Trinity’; accurate location protected and marked as Jersey Archive.,,,Returned to Finder,
fb5e8b60-1e88-0138-8d69-740f24312a1c,,St. Lawrence,Parish,,,18th or early 19th century Norman stoneware jar.  Dimensions:  Length: 6 cm  Width: 6 cm  Thickness: 7 cm,,,,,,,,,,,,,,,,,Ceramic,Metric,Millimetres/grams,Jar,,,,,,0600289,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Lawrence’; location protected and marked as Jersey Archive.,,,,
6bfa8a44-fb78-11eb-8701-0275d4869ef4,Intertidal,St. Ouen,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"Copper alloy button of the late 19th to early 20th century. Concavo-convex discoid die-stamped uniform button, probably of a French grenadier, fusilier or artillery regiment, featuring a grenade with flames issuing from its touchhole on its obverse.    Diameter: 23.08mm, height  (i.e protrusion without loop):  5.83mm, weight: 4.60g in weight.  The reverse of the button bears the stamped inscription: A . M . & C - PARIS.  The upper and lower inscriptions are separated with small floral dots.  The button has a rear mounting consisting of four prongs connected at their ends c.7.9mm in length as a means of attachment. ",,Complete,Untreated,,Within slipway,"Diameter: 23.08mm, height  (i.e protrusion without loop):  5.83mm, weight: 4.60g in weight.",2020-04-12,,,,,,,/files/uploadedfiles/HER_900413_French_button.png,Intertidal,Cast,Copper alloy,Metric,Millimetres/grams,Button,Certain,St. Ouen's Beach,,St. Ouen's Beach,,0900413,,Other chance find,,Accurate to 1 metre,GEOMETRYCOLLECTION (POINT (-2.2444 49.2395)),Found within slipway,,,Returned to Finder,
791c6240-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,"Dimensions: Bowl: 26mm diameter, 35mm high. Stem: 7mm diameter (fractured)  Weight: 18.4g A clay pipe of possible Dutch origin, with the bowl moulded in the style of an acorn and a decorative design of bark and leaves down the stem. Has a small, forward projecting spur under the bowl. In poor condition with surface erosion and barnacles, stem is fractured. ",,,,,,,,,,,,,,,,Cast,Ceramic,Metric,Millimetres/grams,Clay pipe (smoking),,,,,,0200183,,,,Accurate to 10km,GEOMETRYCOLLECTION (POINT (-2.077127 49.159917)),,,,Returned to Finder,
0a7ef7fe-0b37-11ec-8701-0275d4869ef4,Intertidal,St. Helier,Parish,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,"Roman follis of the 4th century, 15.7mm, 1.27g   Obverse: Bust facing right with worn outer inscription.  Reverse: Probable Roman soldier spearing fallen horseman (Reverse Type 24, A.D. 348-358). Die axis measurement: 8 o'clock. Die axis certainty: Possibly.",,Complete,Untreated,,c.20 cm,"Diameter: 15.7mm, Weight: 1.27g ",2021-02-12,,,,,,,/files/uploadedfiles/0401489_-_follis.jpg,Intertidal,Struck or hammered,Copper alloy,Metric,Millimetres/grams,Coin,Certain,Havre des Pas beach,,Havre des Pas,,0401492,,Metal detector,Copper alloy,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.101386 49.17145)),,,,Returned to Finder,
4ba86090-4146-11ec-8701-0275d4869ef4,Intertidal,St. clement,,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A post-medieval copper alloy fitting or clasp that would have been attached to a piece of furniture on material such as wood or leather. Its thin and flat shape suggests that it was cut from a sheet of copper alloy before being reshaped for its use as a fitting. It has a trefoil design, each foil end leads to another trefoil giving it a foliate design. There are four rivet holes, one in each foil and one in the centre at the base of the trefoil leading to a thin ""tongue"". The fitting may have been made by a machine.   It is 52mm in length, 35mm in width at its widest point and 1mm thick. It weighs 1.9g.",,Incomplete,,,Surface,52mm x 35mm x 1mm  1.9g,2019-01-01,,,,,,,/files/uploadedfiles/0200211.jpg,Intertidal,Cast,Copper alloy,Metric,Millimetres/grams,Fitting,Probable,Green island beach,,Green Island beach,,0200211,,Other chance find,,Accurate to 1 metre,GEOMETRYCOLLECTION (POINT (-2.081852 49.165021)),,,,Returned to Finder,
d6f36974-04b5-11ec-8701-0275d4869ef4,Field Number,St. Lawrence,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A cast copper alloy probable ingot of the Chalcolithic/Early Bronze Age. The object is oval in shape with both ends being rounded and tapered. One end narrows slightly more than the other. In profile it is lentoid in shape and its cross section is a similar lentoid shape. The 'cutting' edge is rounded, from the external edges it tapers gradually until it forms a narrowed but rounded butt. There is no sign of a stop ridge or any form of cast design. It is thickest at the mid-point. The surface of the object is slightly eroded and corroded, the whole surface covered in patina. It is a dark - mid green colour. The edges on all sides of the object are very rounded, through either cast design or corrosion.  A parallel can be found from Ireland, which was the main source of copper during the Chalcolithic period in Atlantic Europe (Harbison 1969).  It has also been suggested that this is an axe blank. Needham (2016, p.38-9) states: ""...there are still a small number of rather amorphous objects – oval, sub-triangular, pear-shaped – of small size. They can also be rather thin, so little metal is present, and they may have unusual, non-lenticular profiles. Some of these at least do not appear to be badly eroded examples of finished axes; moreover, they are too small to have been destined for working up into standard sized axes. Without more detailed study, it is difficult to attribute a function, but they could have served an ingot function – that is, to facilitate the distribution of raw metal... The alternative is that they too are blanks, but despite their vaguely axe-like shape, they were for other implements.  Ref: Needham, S. (2017). The Classification of Chalcolithic and Early Bronze Age Copper and Bronze Axe-heads from Southern Britain. Oxford:Archaeopress.  Thank you to Peter Chowne for his help with this identification.",,Incomplete,Untreated,,,"Length: 72.66, Width: 32.06mm, Thickness: 6.03, Weight:55.1g",2021-08-10,,,,,,,/files/uploadedfiles/0600315_-_bronze_blade_2.jpg,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Ingot,Probable,St. Lawrence.,,St. Lawrence,,0600315,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),"Findspot known as ""St. Lawrence"". Accurate findspot protected and marked as Jersey Archive.",,,,
8d7ba450-1e96-0138-8d72-740f24312a1c,,St. Peter,Parish,,,Granite muller Dimensions:  Length: 9.00 cm Width: 7.70 cm Thickness: 4.55 cm Part of the Kempster Collection.,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Muller,,,,,,1000312,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Peter’; location protected and marked as Jersey Archive.,,,,
3bcff064-fb7a-11eb-8701-0275d4869ef4,,St. John,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,A silver Post-Medieval Real of Fernando VI of Spain (AD 1713 - 1759)  dated to AD 1750 on the coin. Initial mark uncertain. Mint of Mexico.  Obverse description: Crowned coat of arms.  Obverse inscription: FRD.VI.D.G.HISP.ETIN...  Reverse description: A well worn image of what would have been two worlds in the centre crowned with the columns of Hercules on the sides with the legend PLVS ULTRA.  Reverse inscription: VTRA Q ... M. - .M.1750.M.,,Incomplete,Untreated,,,"20.39mm diameter, 1.09mm thickness, 2.7g weight",,,,,,,,/files/uploadedfiles/HER_0500278_Fernando_VI_Coin.png,,Struck or hammered,Silver,Metric,Millimetres/grams,Coin,Certain,St. John,,,,0500278,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. John’; location protected and marked as Jersey Archive.,,,Returned to Finder,Stamped
d4c1f9ba-4301-11ec-8701-0275d4869ef4,Field Number,St. Brelade,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR329 (2019) reads: A middle to late Bronze Age sword, dagger or spear fragment. The piece has a broadly lozenge-shaped cross section. The edges of the blade are abraded and not the original edge. The surface of the blade has an incomplete dark green shiny patina. The fragment comprises a cast segment from a tapering blade. The breaks are well patinated and indicate that it was probably broken in antiquity.  See similar examples on finds.org e.g. BH-F0B9DA and SUSS-364E60",,Fragment,,,,"Dimensions: Length 34mm, width 22mm, thickness 9mm, Weight:24.26gms",2019-07-31,,,,,,,/files/uploadedfiles/0100506_-_sword_fragment.JPG,St. Brelade,Cast,Copper alloy,Metric,Millimetres/grams,,,St. Brelade,,St. Brelade,,,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Brelade’; accurate location protected and marked as Jersey Archive.,,,,
771223f0-1e91-0138-8d70-740f24312a1c,Field Number,St. Ouen,Parish,,,3 flint flakes On the site of a ploughed out tumulus.,,,,,,,1983-06-21,,,,,,,,,,Flint,Metric,Millimetres/grams,Flake,,,,,,0900350,,,,,GEOMETRYCOLLECTION (POINT (-2.223193 49.231715)),,,,,
52259040-7a6f-0138-ef30-740f24312a1c,,Grouville,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,A re-worked flint flake with some cortex remaining. ,,Complete,,,Surface,31mm x 19mm x 4mm 1.89g,2019-10-01,,,,,,,/files/uploadedfiles/0300217_1ZEoTiL.jpg,Cultivated land,Knapped/flaked,Flint,Metric,Millimetres/grams,Flake,Certain,,,,,0300217,,Chance find during metal detecting,,Accurate to 10 metres,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,Returned to Finder,
7a59ec50-19c2-0138-c5b0-740f24312a1c,Field Number,St. Ouen,Parish,,,x5 flint flakes More flint objects were observed in the area but left in situ. Some had been brought to the surface by moles or rabbits. Only one flint flake was found on the fieldwalk 28.05.1980 as a specimen. It may be a scraper. The remaining x4 flakes were found at a later date. ,,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Flake,,,,,,0900355,,Fieldwalking,,,GEOMETRYCOLLECTION (POINT (-2.228221 49.233963)),,,,,
5d5d31f0-3258-11ec-8701-0275d4869ef4,Field Number,Trinity,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR30 (2017) reads: Six rough, uneven pieces of bronze casting waste. They have a dark green patina with some areas of light green erosion and some orange rust marks. See similar examples at: https://finds.org.uk/database/artefacts/record/id/437304 SJFR37",,,,,,"Dimensions: (1) 24mm x 26mm x 20mm, (2) 43mm x 30mm x 13mm, (3) 21mm, 22mm x 11mm, (4) 33mm x 19mm x 19mm, (5) 22mm x 16mm x 13mm, (6) 25mm x 18mm x 8mm. Weight: (1) 36.84g, (2) 38.68g, (3) 29.72g, (4) 27.37g, (5) 9.72g, (6) 9.38g",2017-06-07,,,,,,,/files/uploadedfiles/1200331_-_casting_waste.JPG,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Casting waste,Probable,Trinity,,Trinity,,1200331,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Trinity’; accurate location protected and marked as Jersey Archive.,,,Returned to Finder,
7b2e1ce0-19c2-0138-c5b6-740f24312a1c,Field Number,Trinity,Parish,,,Blade end fragment of flat axe. Measurements:  Length: 6.97 cm  Width: 3.89 cm  Thickness: 0.60 cm ,,,,,,,,,,,,,,,,,Copper alloy,Metric,Millimetres/grams,Axe,,,,,,1200289,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.101863 49.217004)),,,,,
97b6a376-0036-11ec-8701-0275d4869ef4,Intertidal,Grouville,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"Silver or silver-alloy probable toy pistol fragment.   The object is flat, and on one side bears a rivet and two rivet holes.  It appears to be an imitation pistol side plate, though the rivet holes are too small for an attachment screw found in genuine examples. It is suggested it is 19th century. ",,Fragment,Untreated,,,"Length: 88.75mm, Width: 18.77mm, Thickness 1.84mm, Rivet hole diameter: 1.46mm, Weight: 12.7g.",2021-02-01,,,,,,,/files/uploadedfiles/0300387_-_gun_plate.jpg,Intertidal,Cast,Silver,Metric,Millimetres/grams,Toy,Probable,La Rocque Beach,,La Rocque Beach,,0300387,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.026578 49.16338)),"Accurate findspot protected. Findspot known as ""La Rocque Beach"".",,,,
3ca41bca-1e8d-11eb-8701-0275d4869ef4,,St. Saviour,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"A Medieval to Post Medieval lead cast cross. It is crudely cast and is triangular in section with almost even arms in length. There is a hole at the top of the cross which suggests the cross may have been suspended. A comparison object on the PAS database (NLM-48A337) notes that similar objects have been found in Medieval plague burials and examples discovered in London have been dated to the Post Medieval period (Gilchrist and Sloane, 2005).   It is suggested that these crosses were widely produced and worn to protect against evil spirits and against the plague.   It is 23mm in length, 19mm in width and 7mm thick. It weighs 5.8g.   Similar to:  PAS Unique ID: NLM-48A337",,Complete,Untreated,,1 spade deep - approx. 1ft,23mm x 19mm x 7mm  5.8g,2020-03-12,,,,,,,/files/uploadedfiles/1100268.jpg,Cultivated,Cast,Lead,Metric,Millimetres/grams,Cross,Certain,,,,,1100268,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.0977 49.182973)),Findspot known as ‘La Vingtaine de la Grande Longueville’; location protected and marked as Jersey Archive.  ,,,Returned to Finder,
0d11b1a0-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,"Oblong polished dolerite axe with blunt, bevelled end (No. 230) made of Porphyritic Ophitic Dolerite - petrology sample cut from it.  Dimensions:  Length: 10.05 cm  Width: 4.40 cm Thickness: 3.30 cm",,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0300366,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,,
75d5f3de-42e8-11ec-8701-0275d4869ef4,Field Number,Trinity,Parish,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,"Société Jersiaise Finds Record Entry SJFR159 (2018) reads: Fragment of the flat base and slightly thicker shallow-sloped side of a Gallo-Roman whiteware plate or shallow dish, recycled as a crucible for melting copper-alloy.  Fabric is a fine and creamy white earthenware, similar to 1st-2nd century AD dish sherds from St Clement Churchyard.  In places it is slightly cracked with green copper oxide staining.  Metal crusting its interior is bright green, shading to dull green and black in places, suggestive of the presence of lead.  Its surface is blobby and undulates considerably. See also SJFR160 – a virtually identical crucible fragment from Grouville. Three tin ingot fragments and two pieces of a Roman tin alloy statuette of 2nd-3rd century AD date have been found in fields to the east and north-east, suggesting that this was a Gallo-Roman metal processing site.",,Fragment,,,,"Dimensions: 51mm x 39mm x 13mm thick (of which 4.2mm-6mm is crucible wall and 3mm-9mm is crusted copper alloy), Weight:43.50g",2018-06-01,,,,,,,,Cultivated land,,Ceramic,Metric,Millimetres/grams,Crucible,Certain,Trinity,,Trinity,,1200346,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Trinity’; accurate location protected and marked as Jersey Archive.,,,,
4711816a-fc3b-11eb-8701-0275d4869ef4,Intertidal,St. Ouen,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A copper alloy axehead of the early to middle Bronze Age, dated approximately the 18-16th century BCE.  This is a parallel-sided high-flanged axeof Oldendorf Type found across Northern Europe from France to Denmark with regional variations resulting from local production centres. It is related to the Treboul-phase hoards such as at Treboul itself, Vicomte-sur-Rance, France. This example is of Atlantic/Northern French origin.  The obverse and reverse of the object have been moderately corroded. The axe bears a crescent shaped blade with small indents showing that is has been hammered sharp. Notches appear on the flanges and bottom of the object relatively evenly spaced, possibly on purpose to aid with binding the axe to a haft.  This group of axe-heads bears a resembles to Needham Type 5B axeheads, which may be also be imports from France.  Thank you to Peter Chowne for his help identifying this artefact.  References:  Briard, J. (1965). Les Dépôt Bretons et L’Age du Bronze Atlantique: Travaux du Laboratoire d'Anthropologie Préhistorique de la Facultè des Sciences de Rennes. Briard, J., & Verron, G. (1976). Typologies des objets de l'âge du Bronze en France. Fasc. IV :  Haches (2), herminettes. Paris: Socieìteì Preìhistorique Française. Butler, J. J. (1963). Bronze Age Connections across the North Sea. A Study in Prehistoric Trade and Industrial Relations between the British Isles, the Netherlands, North Germany and Scandinavia c. 1700-700 B.E. Palaeohistoria, 9, 1-285. Butler, J. J. (1995/1996). Bronze Age metal and amber in the Netherlands (part II:1): Catalogue of flat axes, flanged axes and stopridge axes. Palaeohistoria, 37/38, 159-143. Needham, S. (2017). The Classification of Chalcolithic and Early Bronze Age Copper and Bronze Axe-heads from Southern Britain. Oxford:Archaeopress. Schumacher, K. (1917). Stand und Aufgaben der bronzezeitliclien Forschung in Deutschland. Deutsches Archäologisches Institut. Römisch-Germanische Kommission: Bericht der Römisch-Germanischen Kommission, 10, 7-85.",,Complete,Conserved,,2ft,"Length: 90.01mm, Width at stave: 21.05mm, Width at blade: 31.70mm, Depth at flange: 5.33mm, Thickness: 17.3mm",2021-03-07,,,,,,,/files/uploadedfiles/0100486_axe_head.jpg,Intertidal,Cast,Copper alloy,Metric,Millimetres/grams,Axe,Certain,La Pulente,,La Pulente,,0100486,,Metal detector,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.226666 49.198171)),Found on St. Ouens Bay. Exact findspot protected.,,,,
b5ffff96-fc15-11eb-8701-0275d4869ef4,,St. Ouen,Parish,Unknown,Unknown,"An incomplete ceramic earthenware object of unknown date.  The front of the object bears a moulded humanoid figure in relief running the remaining length and width on its surface. The figure is heavily worn and shows no other diagnostic detail. The front surface of the object is light orange brown in colour, the back surface is a mid orange colour, and the core of the surface is a purplish colour.  The fabric of the object is soft. It has a powdery, porous feel on the front surface and is marked by numerous inclusions and erosion. The back surface is rougher, with pronounced wheel marks. The back surface is slightly concave.  The object is broken on all sides and shows moderate inclusions that appear to be grog, varying from cream, orange, dark red and purple. These inclusions are quite large, many around 0.4mm in diameter.  This object is hard to date as it holds no diagnostic attributes. It is suggested that it may be the remains of a wall plaque or roof ridge finial of medieval date.",,Fragment,Untreated,,Surface,"Weight: 165.9g, Length: 87.55mm, Width: 60.23mm Thickness: 37.62",2020-10-01,,,,,,,/files/uploadedfiles/0900415_ceramic_figure.png,Cultivated land,Wheel made,Ceramic,Metric,Millimetres/grams,Ceramic,Certain,L'Etacq,,L'Etacq,,0900415,,Other chance find,,Accurate to 10 metres,"GEOMETRYCOLLECTION (POINT (-2.249639 49.241778), POINT (-2.249639 49.241778))",,,,Returned to Finder,Stamped
e45974de-fb76-11eb-8701-0275d4869ef4,,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A complete copper alloy butt-plate for a musket, probably a British Army Land Pattern Musket (""Brown Bess"") (1722-1851). The butt plate is shaped to fit at the base of the musket and provide structural integrity, as well as a harder striking surface. It is increasingly concavo-convex towards one end, where it curves to end at a perpendicular angle 28.83mm in length. Two holes, 10.19mm and 8.31mm were used to affix the plate to the musket.",,Complete,Untreated,,,"Length: 127.41mm, length at base: 28.83mm, width: 49.09mm, thickness: 4.81mm, weight: 178.3g",,,,,,,,/files/uploadedfiles/HER_0600310_gun_plate.jpg,,Cast,Copper alloy,Metric,Millimetres/grams,Musket,Certain,La Rue de la Hauteur,,La Rue de la Hauteur,,0600310,,Other chance find,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.139511314149724 49.22826279384409)),Only road name recorded. Found in hedgerow.,,,Returned to Finder,
8d7b95a0-1e96-0138-8d72-740f24312a1c,,St. Peter,Parish,,,Diorite hammerstone. Dimensions:  Length: 8.70 cm Width: 8.50 cm Thickness: 5.40 cm,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Hammerstone,,,,,,1000309,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Peter’; location protected and marked as Jersey Archive.,,,,
4a0692c0-194c-0138-c58e-740f24312a1c,Field Number,Grouville,Parish,,,Flint flake discovered on a track near fields G488 and G489. Dimensions:  Length: 3.41 cm  Width: 2.52 cm  Thickness: 1.25 cm ,,,,,,,2019-08-06,,,,,,,,,,Flint,Metric,Millimetres/grams,Flake,,,,,,0300323,,,,Accurate to 10 metres,GEOMETRYCOLLECTION (POINT (-2.044801 49.176604)),,,,,
7b2e2e60-19c2-0138-c5b6-740f24312a1c,,Trinity,Parish,,,"Neolithic flint flake tool.  Date: 3,5000 - 2,5000 BC.  Measurements:  Length: 5.73 cm  Width: 4.16 cm  Thickness: 0.86 cm Donated by S, Le Goubin. ",,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Flake,,,,,,1200291,,,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.099526 49.254337)),,,,,
2d2c3f96-3279-11ec-8701-0275d4869ef4,,Trinity,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR43 (2017) reads: A small fragment of very eroded bronze blade, possibly a rapier. It has a light green patina and the overall condition is very poor. See similar examples at: https://finds.org.uk/database/artefacts/record/id/840747 SJFR18, SJFR38, SJFR40",,,,,,"34mm x 20mm x 6.5mm, 18.22g",2017-06-08,,,,,,,"/files/uploadedfiles/1200337_-_Bronze_blade_fragment_2.JPG,/files/uploadedfiles/1200337_-_Bronze_blade_fragment_1.JPG",Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Rapier,Probable,,,,,1200337,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Trinity’; accurate location protected and marked as Jersey Archive.,,,,
33c163d0-193b-0138-c588-740f24312a1c,,St. Helier,Parish,,,Red Deer bone fragments were discovered in a forest bed layer during excavations in Burrard Street in 1928. ,,Fragment,,,,,,,,,,,,,,,Animal skeletal material,Metric,Millimetres/grams,Animal bone,,,,,,0400792,,,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.104931 49.186046)),,,,,
33c25690-193b-0138-c588-740f24312a1c,,St. Helier,Parish,,,A double quern was found resting in sand and clay approximately 300 yards from the seawall and approximately 80 yards west of the southwest angle of the Victoria Marine Lake.  It is roughly oblong in shape and one is broken as is the shoulder which separates the two depressions. One side of the quern would become unserviceable and so another side was used. Both sides of the quern are smooth.  A 15ft whale jawbone was found in the vicinity buried in the sand. ,,,,,,"Length: 2' 8""  Width: 1' 9"" Thickness: 1' 4"" ",1933-08-01,,,,,,,,,Hand made,Stone,Metric,Millimetres/grams,Quern,,,,,,0401010,,,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.12215 49.187182)),,,,,
