ResourceID,Primary Reference Number,Name,Name Type,Artefact Description,Dimensions,Manufacture Method,Material,Adminstrative Subdivision Type,Archaeological Period From,Archaeological Period To,Discovery Date,Land Use,Recovery Method,Completeness,Subsequent Action
f0358b02-2ba8-4d77-b379-9c9f405444b8,1000331,Axe (tool),Certain,"An incomplete copper alloy miniature flat axe or possibly a chisel, possibly dating from the early to middle Bronze Age (2050 BC- 1200BC).The axe appears to have had straight sides, expanding into a cutting edge, which curves to a cutting edge. There may be slight evidence of flanged on either side with a slight concave towards the centre, though heavy erosion makes this uncertain. There is a clean break removing the butt of the object. The profile of the axe is lenticular.The surface is heavily pitted with the brownish-green patina of copper-alloy.The shape of the object ""heel"" bears resemblance to Normandy Type axes of the middle bronze age, though the lack of diagnostic features makes it impossible to identify for certain (Briard, J; 1976).This object's form is similar to full-sized, solid flat axes, resembling a smaller version of the earliest and simplest solid cast copper alloy axe-heads with tapering sides and rounded butts. It is uncertain whether it is a miniature axe or a chisel intended for fine working or was intended as a votive object; it is larger than other miniature axes (eg. Portable Antiquities Scheme: HAMP-B3BE22, HAMP-657353) which have been proposed to have a votive function (Robinson, P; 1995).Miniature flat axes such as this tend to fit in the chronology at the very end of the early Bronze Age when developed axes are starting out. It is likely that this example is dated to the Early Bronze Age (EBA phase II-III), of metalworking tradition phase IV-V, which corresponds to Needham's (1996) Period 3 circa 2050 - 1700 CAL. BC. Axes of this size and form are difficult to parallel, Schmidt & Burgess (1981) catalogue a number of small developed flat axes as Variant Swinton (p 67-8, nos. 375-380) but all examples are between 87mm and 92mm in length. Although this example is smaller it may have been used for a similar function.References:Briard, J. & Verron, G. (1976) Typologies des Objets de L'age du Bronze en France Haches. Paris.Needham, S. (2017) The Classification of Chalcolithic and Early Bronze Age Copper and Bronze Axe-Heads from Southern Britain. Oxford: Archaeopress Publishing Ltd.","Length: 48.18 Width: 30.17 Thickness: 14.7mm, Weight: 74.3g",Cast,Copper alloy,St. Peter,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,01/11/2021,Cultivated land,Metal detector,Incomplete,Returned to Finder
25ed5441-d157-4694-b6c9-fcf3e607b4a2,1100036,Buckle,Certain,"Cast copper-alloy double loop sub-annular buckle of c.1350-1720AD. The buckle frame is plano-convex and oval in shape with bevelled edges. The buckle bears decoration of three incised grooves at either end of the strap bar. A slight recess in the strap bar shows where the pin would have been held. The object is covered in a dark green patina with brownish areas showing beneath. These buckles were used in a wide range of applications over a long period of time, and individual examples can not usually be closely dated. Excavated examples have been recovered in contexts which range in date from the mid-14th to mid-17th centuries (Whitehead, 2017, p.44).Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing.","Length: 20.46mm, Width: 18.03mm, Thickness: 2.49mm, Weight: 2.2g",Cast,Copper alloy,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Incomplete,Returned to Finder
65c13256-db35-4721-8f11-94dc0b1f4417,1100106,Buckle,Certain,"Cast copper-alloy Late-Medieval to Post-Medieval double loop oval buckle with moulded knops either end of the strap bar, dated c.1500-1650AD. Strap bar slightly recessed from frame. Frame edges bevelled, with rear of the buckle flat. Object bears a dark green patina with brown patches. Pin now missing. References:Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing (p.52-54).","Length: 26.89mm, Width: 18.44mm, Width: 2.47, Weight: 2.9g",Cast,Copper alloy,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Incomplete,Returned to Finder
0459e456-dfde-4709-86ec-3fe733a48723,1100156,Buckle,Certain,"Post-Medieval cast-copper alloy probably double loop sub-rectangular buckle with moulded decoration on the loops c.1600-1700. Ovoid knop on each external corner of the frame. Bifid knop on the outer edge of the loop and singular knop either end of the strap bar.References: Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing (pp.77-79, no.448).","Length: 22.25mm, Width: 20.07mm, Thickness: 2.60mm, Weight: 2.3.",Cast,Copper alloy,Grouville,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Incomplete,Returned to Finder
7f5e84b8-0e22-4a08-8e09-027c23ebecaf,1100182,Buckle,Certain,"Incomplete cast copper-alloy double loop trapezoidal buckle with moulded decoration. This buckle has a pointed end with lobed protrusion at either end of the strap bar and bevelled outer edge (Whitehead 2016, p.82, no. 512 & 513). Only one loop of the buckle remains.References:Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing.","Length: 24.19mm, Width: 21.69mm, Thickness: 2.46, Weight: 3.3g.",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Incomplete,
9bceeac3-577b-4795-903f-70dd2575154d,1100382,Coin,Certain,An incomplete clipped silver 1 Real of Fernando and Isabella of Spain (1479-1566).Obverse: Coat of arms in beaded circle. Legend around. Minted by Charles V and Philip II.Lettering: FERNANDVS·ET·ELISABETTranslation: Fernando and IsabelReverse:Arrows and yoke in beaded circle. Legend around.Lettering: REX·ET·REGINA·CAST·LEGIONTranslation: King and Queen Castilla and León.,"Diameter: 23.16, Weight: 2.0g, ",Struck or hammered,Silver,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,,Cultivated land,,Incomplete,
e60ecf14-2be1-46d1-a64b-63873d0740da,1100383,Coin,Certain,"An incomplete, halved and pierced, Post-Medieval silver hammered shilling of King Charles I (AD 1625-1649), Tower of London Mintmark. the coin was likely cut in half in order to be used as a different weight of currency or bullion. The coin has been pierced into its reverse (c.2.76 in diameter) indicating a secondary function. However, coins dating after AD 1180 with similar piercings are also known in hoards of currency, suggesting that such objects could re-enter circulation as coins. It there for cannot be said with confidence whether this particular object was regarded as a coin or as another type of object at the time that the coin was deposited. Further, it appears that the coin may have been clipped.		Obverse: Crowned bust of king facing left. Possible traces of Roman numerals XII behind head.		Obverse inscription: CAROLVS : D : G : [MAG : BRI : FRI : ET : HIB] : REX.		Reverse: Squared shield bearing the royal coat of arms, quartered by a long cross fourchee. 		Reverse inscription: CHRISTO : A[VSPICE ...].		Die axis: 12 o'clock.Degree of wear: Very worn: fair","Length: 24.5mm, Width: 13.71mm, Weight: 1.4g.",Struck or hammered,Silver,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the last 8 years,Cultivated land,Metal detector,Fragment,
1f4d7417-99f2-46ee-aec0-a31a70874fef,1100384,Tag,Possibly,"A copper alloy fragment of a possible name tag or luggage plate of Post-Medieval-modern date. Cast strip, with one long side straight and the other bearing a straight square recess c. 2.5cm across its centre. The object is slightly bent and has snapped at either end, possibly as a result of plough damage.One face of the object has been engraved with the text ""JOHN - ST [ ]"", with the final T being broken off to the right of its vertical stave. ","Length: 52.89, Width: 15.56, Thickness: 2.05, 9.8g",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Fragment,Returned to Finder
feae1063-4aff-4c51-86ed-4b28ea42cc21,1100385,Seal matrix,Certain,"A complete Post-Medieval cast copper alloy seal matrix (c. 1600-1700).This slightly conical oval seal matrix has a handle with indented collars at its base and below the terminal. The terminal of the handle is in the form of a rooster of chicken, an oval with protruding comb and beak at its head and tail feathers at its rear. Further cast decoration of the bird survives, one side bearing two incised lines representing wings and the base of tail feathers, and the other side bearing three raised oval pellets representing feathers and incised lines representing the wings and base of the tail feathers. The bird was likely further decorated, though this has been lost due to wear. The rear of the seal's die is slightly convex, dropping to a ridge at its edges. No surviving orientation mark is visible.The central motif of the die is in the form of a rooster looking downwards, its head on the right side of the die on the matrix and left side on the impression. The rooster has an engraved head, leading down into a wing ending in four engraved lines representing feathers. The tail feathers of the rooster are represented in two engraved oval cells with a separating line, ending in a smaller section with three relief pellets representing tail feathers. Below the rooster (in front of its face), are two incised parallel lines that go the width of the bottom of the oval. Below these lines are 12 diagonal transverse lines at a 75 degree angle from the above line leading to the end of the die. Three lines at a 110 degree angle cross through the previous lines, creating a cross-hatched effect. There is no division between the central design and the inscription, which can imply an earlier date.The inscription around the central motif reads in French ""JE TE LE DONNE"", trans. ""I give it to you"" on the impression of the die. Class: Bird","Face: Length: 18.65, Width: 16.06. Height: 15.30mm, Weight: 6.5g. ",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Complete,
149b2371-2df5-4213-9f58-023e12892dc1,1100386,Mount,Probable,"Cast circular copper-alloy probable furniture or harness mount of the Post-Medieval period (c.1600-1900). The object has a concavo-convex (domed) boss, surrounded by a rim decorated with sub-circular petal-like decoration. Some traces of gilding survive on the surface of the object, along with a dark greenish patina.The rear of the object is rough and unfinished, with a broken stud in its centre.","Diameter: 34.1mm, Thickness: 8.50mm, Weight: 15.5g.",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Complete,Returned to Finder
1a1f1612-c71f-4cf1-beab-a3c2b806d837,1100387,Mount,Certain,"An incomplete lead-alloy probable Stud Mount of Medieval to Post-Medieval date (AD 1400-1700). The object is composed of a flat sub-circular disk, the upper surface and edge have been moulded into a fleuret of ten wider arcs. Within this border, there is spiralled floral decoration within each 'petal'. A single circular hole is positioned in the centre c.5.62 mm in diameter missing the separate rivet for attachment. The reverse surface is flat and undecorated.The metal is a dark grey with a light brown patina. It is slightly pitted. These types of mounts have been dated to the 17th century AD although also compare with late Medieval to early Post-Medieval studs and tacks which Read assigns a 15th to 16th century AD date. See Read, B., 2001 Metal artefacts of antiquity: A catalogue of small finds from specific areas of the United Kingdom Langport: Portcullis Publishing.An alternative suggestion for this find is an escutcheon plate for furniture.Similar records on the Portable Antiquity Scheme include LIN-F400FA.","Diameter: 31.95mm, Thickness: 3.89mm, Weight: 12.4g.",Cast,Lead alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within last 8 years.,Cultivated land,,Incomplete,Returned to Finder
df4f4294-5100-4c3c-9ed1-49944754bc4a,1100388,Strap fitting,Certain,"Copper alloy Post-Medieval S-shaped buckle, c. 17th-18th centuryA double sided, S-shaped buckle with a collar across the centre; one terminal is smaller than the other and would have attached to a metal belt-fitting, while the other end would have attached to a matching buckle. One end is shaped as a snake's head with finely-made scales and eyes, and the other end tapers off into a tail. The under-side of the buckle bears a series of straight lines, representing the ventral scales of a snake's belly.These buckle are attributed to sword belts of the late 16th and 17th century AD although similar buckles were still used by the military into the late 19th century. For similar examples on the Portable Antiquities Scheme, see BERK-8D39D6.","Length: 42.05mm, Width: 20.29mm, Thickness: 4.65mm, 12.4g",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Modern 1901 CE-,Within last 8 years.,,Metal detector,Complete,Returned to Finder
9b74ec89-b64b-4f4e-9ee8-e7372fe4d173,1100389,Weight,Certain,"A complete lead-alloy object, probably a weight or trade weight, of uncertain Roman to Post Medieval date. The object is circular with two flat faces and flat sides. The larger face contains four inscribed lines, though this may be plough damage.Lead trade weights were commonly used until the end of the 17th century but are rare after the middle of the 18th century and were banned in 1834 (Biggs, 1992).","Diameter: 33.67mm, Thickness: 13.46mm, Weight: 108.1g",Cast,Lead alloy,St. Saviour,Gallo-Roman 51 BCE-451 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Complete,Returned to Finder
9c2c6222-4ed6-43a1-930f-07343f5bf5fa,1100390,Weight,Certain,"A complete lead-alloy Post-Medieval  weight or trade weight. The object is circular with two flat faces and flat sides. The larger face possibly contains two inscribed lines, though this may be plough damage. The rear of the object  bears the stamped initials 'GR' below a crown, referring to the reign of King George I to George IV. It ways 8.18oz.Lead trade weights were commonly used until the end of the 17th century but are rare after the middle of the 18th century and were banned in 1834 (Biggs, 1992).","Diameter: 42.67mm, Thickness: 19.23mm, Weight: 232.1g.",Cast,Lead alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Complete,Returned to Finder
d547687b-cc87-4b39-b7d5-b2c3612e4cec,1100391,Weight,Certain,"A complete lead-alloy Post-Medieval  weight or trade weight. The object is circular with two flat faces and flat sides. The larger face has a raised rim, possibly identifying it as part of a nested set. The rear of the object probably  bears the stamped initials 'GR' below a crown, referring to the reign of King George I to George IV. It ways just over 2oz.Lead trade weights were commonly used until the end of the 17th century but are rare after the middle of the 18th century and were banned in 1834 in Britain (Biggs, 1992).","Diameter: 28.07mm, Thickness: 13.02mm, Weight: 57.5g.",Cast,Lead alloy,St. Saviour,Gallo-Roman 51 BCE-451 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Complete,Returned to Finder
0807036a-6326-4b49-9e6c-785486b24c7b,1100392,Weight,Certain,Castle conical sub-rectangular lead weight that tapers to a square point with integral loop (pierced hole). Likely of medieval to Post Medieval in date though lead weights without context of nearby finds are difficult to date and may date from much earlier periods. ,"Length: 22.33mm, Weight: 13.7mm, Thickness: 10.62mm, Weight: 17.7g",Cast,Lead,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,,Complete,Returned to Finder
212db1a7-371f-4c65-a392-fc2e1d335d5c,1100393,Jews harp,Certain,"An incomplete copper alloy jews harp (or jaw harp), of the Late Medieval to Post Medieval period, dating from c. AD 1400 to c. AD 1700.In plan, the object consists of a sub circular head, and two tapering arms, both with the characteristic lozenge cross section. The arms are complete. The rabbet (triangular notch) is located at the apex of the head (on reverse in image). The iron tongue is missing.Jews (or jaw) harps have a long history of being folk instruments, with a wide geographical distributions. They are believed to be indigenous to South East Asia, and had been introduced to Europe by the Crusades (11th to 14th Centuries AD). The form of the European Jews harp, is made from metal, commonly iron in modern examples.Four iron jews harps were recovered from excavations in London's waterfront, and have been dated from c.1270 to c.1400 (Egan, 1998, 284-5). Over 150 examples have been recorded on the PAS database, most with a circular head as opposed to a flattened or oval head and the majority of them have been attributed to the Post Medieval period. This example is probably Late Medieval to Post Medieval in dating (1400 - 1700 AD).Reference:Egan, G. 1998.""The Medieval Household Daily Living c. 1150 - c. 1450"". Medieval Finds from Excavations in London: 6. 284. London: The Stationery Office.","Length: 54.83, Width: 22.90, Thickness: 8.35, 12.3g",Cast,Copper alloy,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,Within the last 8 years.,Cultivated land,Metal detector,Incomplete,Returned to Finder
0322d5d4-6639-4ccd-893c-fb3a9411fd58,1100394,Currency,Certain,"An incomplete Post Medieval copper alloy eight maravedis 'cob' coin of the Post Medieval period. The coin is a crude sub-rectangular shape. The obverse and reverse are heavily worn, and no visible date survives. Both the obverse and the reverse have been counter struck to revalue the coin. The obverse has the value VIII within a cercle struck upon its surface, and the reverse bears what is possibly a monogram beneath a crown, though wear makes this uncertain.These are often called 'cob' coins after the Spanish word for copper which is 'cobre': they were crudely made in Spain initially and later in the Americas for use in the Spanish colonies. The flans are usually, as on this example, an irregular shape, slightly squared off in places, and in this case split around the edges.","Length: 24.0mm, Width: 17.31mm, Weight: 5.6g",Struck or hammered,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2013,Cultivated land,Metal detector,Incomplete,Returned to Finder
1fac6b23-e581-4535-b95f-55f6ae4436f6,1100395,Tap,Certain,"A complete cast copper alloy barrel tap of the post-medieval period, C.1650-1850. The barrel tap has a circular sectioned spigot, which tapers towards the end for fitting into the barrel. The end is capped by a circular element with three perforations. Five rows of four holes are present at the open end, followed by an area of fine longitudinal striations at the wider end. From the striations the tap expands into two opposing trunnions. The upper trunnion is for the key, which is missing, and the lower trunnion forms the spout. There is a circular shaped terminal which narrows centrally. The object has a pale brown/green patina and survives in good condition. A similar example is recorded at PUBLIC-311A9E.","Length: 78.28mm, Width:37.79mm, Thickness: 13.72mm, Weight: 54.1g. ",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2022,Cultivated land,Metal detector,Complete,Returned to Finder
b9dbe3ac-7cb0-47b5-875d-1d2fd87de976,1100396,Tap,,"An incomplete, cast copper alloy probable barrel tap of post-medieval to modern date (c. 1700 - 1900). The pipe, which would have been inserted into the barrel, has broken off. The spout is also broken part way along its length, below a small squared projection, on which a container could be hung. The tap handle is missing, which makes exact dating difficult.","Length: 79.07mm, Width: 68.04mm, Thickness: 50.58, Weight: 113.0g.",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2022,Cultivated land,,Incomplete,Returned to Finder
85f92119-9ca2-4c70-b5d7-7484e07f44ca,1100397,Socketed axehead,Probable,"Cast copper alloy fragment of a socketed object of probable Late Bronze Age date (c.2600-701BCE).Sub-rectangular concavo-convex object, broken on all sides save for a significantly thicker edge, possibly the base of the object. A cast groove follows the shape of its thicker edge on the convex face.  Next to this groove, towards the centre of the object, is a bevelled perforated hole which enters on its convex face and exists on its concave face. the hole measures 2.97mm inner diameter.This object is the fragment of a bronze age object or tool, likely a socketed axehead or socketed knife. Perforated socketed axeheads have been previously found, such as an object in London. The object bears a mid green patina with brown patches.","Max. length: 27.65mm, Max. width: 26.39mm, Max. thickness: c. 6.8mm, Weight: 13.2g.",Cast,Copper alloy,St. Saviour,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,,Cultivated land,,Fragment,Returned to Finder
81c1f68b-c5ba-4107-b01a-8fe499dab7d0,1100398,Unidentified object,Possibly,"Two lead fragments of an unidentified object, possibly a decorated vessel of an unidentified date. Each fragment appears to be related, probably fragments of the same object.Fragment A is slightly concavo-convex and sub-rectangular in shape. The object is broken on all sides save for a smooth lip at its top edge. The convex surface is worn, with a crudely incised decorative groove below the lip that runs broadly straight, though slightly curved. Below that line, the object bears four lines curving from its left edge down towards its right edge. The rear of the object is undecorated and flat, with a probably recent plough score on its face. The fragment is heavily split from its reverse, likely due to recent plough damage.Fragment B is also slightly concavo-convex and sub-rectangular in shape. The object is broken on all sides save for a smooth lip at its top edge. The bottom edge of the object has broken in a zig-zag fashion, possibly plough damage. Similarly to fragment A, the object bears four probable uneven and crude grooves, curving from the left side of the fragment down to the right. The curved unbroken top edge and concavo-convex nature of each fragment may imply that these are fragments of a vessel, vat, tank or ornament. The decoration of the object appears uneven or crude, though this may be a result of harsh wear. Lead tanks and vessels are known from the Roman to the Post-Medieval period. It may also be suggested that the fragments are of a Roman or Gallo-roman lead coffin, which can bear various forms of simple decoration. The fragmentary nature of these objects make a certain identification difficult.","Fragment A: Length: 52.37mm, Width: 48.00mm, Thickness: 9.62mm, Weight: 126.5g. Fragment B: Length: 66.96, Width: 45.25, thickness: 11.55, Weight: 198.6g.",Cast,Lead,St. Saviour,Gallo-Roman 51 BCE-451 CE,Post Medieval 1540-1901 CE,01/01/2022,Cultivated land,Metal detector,Fragment,Returned to Finder
c4483fdc-fa22-4486-8328-9c3037407834,1100399,Coin,Certain,An incomplete clipped silver 1 Real of Fernando and Isabella of Spain (1479-1566).Obverse: Coat of arms in beaded circle. Legend around. Minted by Charles V and Philip II.Lettering: FERNANDVS·ET·ELISABETTranslation: Fernando and IsabelReverse:Arrows and yoke in beaded circle. Legend around.Lettering: REX·ET·REGINA·CAST·LEGIONTranslation: King and Queen Castilla and León.Die Axis Measurement: 12 o'clock.,"Diameter: 24.17mm, Thickness: 0.75mm, Weight: 2.8g",Struck or hammered,Silver,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/01/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
0710ccac-973b-42da-8b10-431840a832df,1100400,Coin,Certain,"A Post-Medieval copper-alloy French double sol (2 sous) of Louis XV (AD 1715-1774) dating from AD 1742.Obverse: Crowned capital L, with fleur-de-lis below and either side.Obverse inscription: LUD • XV • D • G • FR • ET . NAV • REXReverse: Crowned floral double L monogram below date.Reverse inscription: SIT NOMEN DOMINI BENEDICTUM * 1742 •Dimensions: diameter: 20.94mm; weight: 1.63g.",Diameter: 20.94mm; weight: 1.63g.,Struck or hammered,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2022,Cultivated land,Metal detector,Complete,Returned to Finder
683b3c81-b30a-40e7-b5c7-36adea339278,1100402,Coin weight,Certain,"Cast copper-alloy coin weight of the Medieval to Post-Medieval period (1514-1577). This is a French coin weight for half teston, a silver coin issued from 1514 (Louis XII) to 1577 (Henri III) (Withers 2011, p.62). The coin weight is sub-rectangular with bevelled edges, the top face bearing the stamped text in relief: ""D [C?] - III - XVI"". References:Withers & Withers (2011), ""Lions, Ships and Angels: The Galata Guide to Identifying Coin-Weights found in Britain"", Llanfyllin: Galata.","Length: 14.58mm, Width: 13.98mm, Thickness: 3.34mm, Weight: 2.2g.",Cast,Copper alloy,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,,Complete,Returned to Finder
17f49aa4-fdbb-4fc9-b53f-c982ba62300b,1100403,Coin weight,Certain,"Cast copper alloy coin weight of the early Post-Medieval period (1584). This is a coin weight made in Antwerp for a ""Ryal"", or ""Rose Noble"", an English gold coin issued mainly in the 16th and 17th centuries. The coin weight is sub-rectangular. The obverse depicts a die-stamped stylised ship, consisting of five U-shaped lines making up a ships hull with ""window"" boxes at each end. A triangular mast and sails sits between the two windows. Overlaying the ship is a stylised rose of five outer petals and five inner petals. The letter ""R"" sits above the left window, indicating the weight is for a Rose Noble.The reverse of the object bears an open right hand between the letters H and F, the initials of the maker Hans Foncq (1577-1603). Above these letters sits the abraded numbers 8 and 4, dating the weight to 1584. Laurel decoration surrounds this mark.References:Withers & Withers (2011), ""Lions, Ships and Angels: The Galata Guide to Identifying Coin-Weights found in Britain"", Llanfyllin: Galata.","Length: 16.18mm, Width: 16.28mm, Thickness: 2.27mm, Weight: 3.4g.",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Complete,Returned to Finder
2714efdb-5d04-42f2-a0e1-b9e00e0dd7ee,1100404,Apothecary weight,Certain,"Cast and stamped copper alloy biface apothecary weight of Post-Medieval to modern date (c.18th-20th centuries). The weight is square and flat sided. One face bears a symbol that resembles the a ligature of the number ""3"" and the letter ""i"". This represents the unit of measurement 1 drachm. The opposite face bears the inscription ""I - Drachm"", the word drachm resembling cursive text. Double-sided apothecary weights imply an 18-20th century date, though similar single-faced weights can date from the 15th century (Withers & Withers 2011, p.76).References:Withers & Withers (2011), ""Lions, Ships and Angels: The Galata Guide to Identifying Coin-Weights found in Britain"", Llanfyllin: Galata.","Length: 13.53mm, Weight: 13.43mm, Thickness: 3.04mm, 3.3g, ",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Complete,Returned to Finder
a1f8cd5c-43ee-4635-9875-52e321561efa,1100405,Weight,Certain,"Cast, die stamped copper alloy weight of Post-Medieval date. The weight in uniface and circle in design with a bevelled edge. One date bears a drilled or pieced hole above the incuse letters ""V6R"". Weights stamped with letters and numbers were used by watchmakers jewellers and other traders who stamped blanks with their own punches. The weights are difficult to further identify when not found in  set.","Diameter: 15.82mm, Thickness: 2.82mm, Weight: 3.4g.",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Complete,Returned to Finder
3395efba-dba4-47d4-a10a-8ed155131ed3,1100406,Stud,Certain,"Cast copper-alloy Medieval to Post-Medeival stud (c.1400 - c.1550). The stud is lozenge-shaped with a trefoil knop at each corner. Moulded decoration at the front is in the form of a formal flower motif consisting of a central pellet surrounded by twelve similar but slightly smaller pellets. The twelve pellets form a lozenge and follow the outline of the edge of the stud. The rear face is flat and has a central spike which appears to have been bent into a coil.A similar stud from South Dorset has been published and is dated c. 15th early 16th century (Read 2001: 27, fig. 17, ref: 249). Further similar examples exist on the Portable Antiquity Scheme database: LVPL-55F601; IOW-D1F6D1; BERK-A62DD7.References:Read, B., 2001 Metal artefacts of antiquity: A catalogue of small finds from specific areas of the United Kingdom Langport : Portcullis Publishing, 32","Length: 18.87mm, Width: 18.56mm, Thickness without stud: 2.53mm, Thickness with stud: 5.92mm, Weight: 3.6g, ",Cast,Copper alloy,St. Saviour,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Complete,Returned to Finder
77ea8a62-1ee1-4101-aa67-fb9404e83e62,1100407,Mount,Probable,"An incomplete copper alloy probable mount dating to the Post Medieval period (c.AD 1600-1700).		The object is flat, with one roughly drop-shaped end and one end consisting of two asymmetric rounded terminals with a curve between them. Each end is rounded and curves to a central oval element. The obverse of the object contains grooved decoration, roughly following the border of the object, though further decoration is heavily abraded.		The reverse of the object is predominantly flat, with no pins or rivets surviving. Possible abraded areas may represent where rivets once were. The mount has a rough surface and a brown and green patina with some red spots.		This object is likely a mount, similar to an example in Read (2001, pp. 33, 41). Other mounts of similar tri-lobed design are found on the Portable Antiquity Scheme (LVPL-099CF7, SUR-BA5695, SUR-A846CD, SUR-6E3814).		References:Read, B. (2016), ""Identifying Metal Artefacts: Volume One"", Essex:Greenlight Publishing. ","Length: 40.89mm, Width: 13.67mm, Thickness: 2.83mm, Weight: 4.8g",Cast,Copper alloy,St. Ouen,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
068b8d24-322e-4543-9376-9dca3da3ec38,1100408,Pistol,Certain,"Incomplete cast copper alloy Post Medieval flintlock ""pocket pistol"" of the late 18th to early 19th century. The object bears a hexagonal barrel, with four irregular decorative grooves travelling the circumference of the middle of the barrel. Following these grooves, the barrel continues a short distance before flaring out to a rounded muzzle. Two grooved travel the circumference of this muzzle. The interior of the barrel is circular and smoothbore as opposed to rifled, 10.45mm in diameter. The hammer of the pistol is missing, along with the trigger and rest of the firing mechanism. Heavy iron rust corrosion surrounds the pan. No sideplate remains the side that would have held the sideplate (left if held as if to fire) bears an oval groove where the plate would have sat. The opposite external side has oval decoration  consisting of three grooves. The centre of the oval is decorated with many incised radial grooves. The underneath of the pistol, where the trigger would have sat, has a sub-rectangular area formed of cast grooves. Within this box sits a broken stud and rectangular hole filled with iron corrosion. An integral curved projection travels from the rear of the gun what would have formed the attachment for the stock.These small pistols were easily concealable and often kept for self-defence in the late 18th to early 19th century.  ","Length: 138.20mm, Bore Inner Diameter: 10.45mm, Muzzle Outer Diameter: 19.01mm, Barrel Diameter: 16.50mm, Weight: 174.5g.",Cast,Copper alloy,St. Saviour,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,05/04/2022,Cultivated land,Metal detector,Incomplete,Returned to Finder
