ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type
04a85860-149c-0138-c574-740f24312a1c,23½ ,,,,,,Postal Address,,St. Helier,HE0322,Parish,"23½ , Midvale Road",,,0400322,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.105466 49.192232)),,1. Government of Jersey 2. Jersey Archive,2019-08-23,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (L/A/75/A3/4/2452A)",
84f6b3e0-1168-0138-913b-740f24312a1c,Les Marais House,,,,,,Postal Address,,Grouville,GR0047,Parish,"Les Marais House, La Rue à Don",,,0300047,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.046312 49.185922)),,1. Government of Jersey,2020-08-02,"Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04d008e0-149c-0138-c574-740f24312a1c,23,,,,,,Postal Address,,St. Helier,HE1457,Parish,"23, St James Street",,,0401457,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.100524 49.182891)),,1. Government of Jersey,2019-10-21,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
29943570-1168-0138-9135-740f24312a1c,Le Mourin Farm,,,,,Richmond Map,Postal Address,,St. Saviour,SA0281,Parish,"Le Mourin Farm, La Rue des Potirons",,,1100281,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.058002 49.210708)),,1. Government of Jersey 2. Société Jersiaise,2020-02-04,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 12.03.2018) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
fca85130-149c-0138-c577-740f24312a1c,Resistance Nest Thiebaud,,,,,German Occupation,Postal Address,,St. Ouen,OU0184,Parish,"Resistance Nest Thiebaud, Le Mont Pinel",,,0900184,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.231514 49.233344)),,1. Government of Jersey,2018-12-19,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04c252c0-149c-0138-c574-740f24312a1c,Central Market,,,,,,Postal Address,,St. Helier,HE1042,Parish,"Central Market, Halkett Place",,,0401042,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.104282 49.184999)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive 3. Jersey Heritage Social History collection 4. Jersey Heritage Art collection 5. Société Jersiaise,2019-09-30,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Foster, T. 2015. What's Your Street's Story?: Halkett Place  [Unpublished talk] Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (sample of collection: SJPA/001139-41, SJPA/002000) 3. Stamps (JERSM/1988/00202/001-2, JERSM/1990/00001/001), postcards (sample of collection: JHTO/0000/00016/1320,  JHTO/0000/00016/1364, JHTO/0000/00016/2028, JHTO/0000/00016/2032) 4. Print (SJA/0000/03651/007) 5. Sites and Monuments Database",
04a74220-149c-0138-c574-740f24312a1c,35,,,,,Richmond Map,Postal Address,,St. Helier,HE0292,Parish,"35, King Street",,,0400292,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.106483 49.184322)),,1. Government of Jersey 2. Jersey Heritage Art collection,2019-08-20,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (JHTO/0000/00016/1292)",
06404e40-116c-0138-9144-740f24312a1c,Site of milestone 'M5',,,,,,Postal Address,,St. Martin,,Parish,"Site of milestone 'M5', La Route de la Côte",,,0700084,,,,GEOMETRYCOLLECTION (POINT (-2.01842 49.201841)),,,,,,,,
0642ee20-116c-0138-9144-740f24312a1c,Vine House,,,,,,Postal Address,,St. Martin,MN0156,Parish,"Vine House, Le Mont de Gouray",,,0700156,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.022502 49.199873)),,1. Government of Jersey,2019-05-31,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
0bf7e430-116c-0138-9147-740f24312a1c,"Divisional Artillery Observation Post, Batterie Fritsch",,,,,German Occupation,Postal Address,,St. Lawrence,LA0209,Parish,"Divisional Artillery Observation Post, Batterie Fritsch, Le Mont Félard",,,0600209,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.137359 49.199217)),,1. Government of Jersey,2020-02-07,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04a71070-149c-0138-c574-740f24312a1c,3,,,,,,Postal Address,,St. Helier,HE0287,Parish,"3, Journeaux Street",,,0400287,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.108232 49.188829)),,1. Government of Jersey ,2019-08-20,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
f176a9f0-1168-0138-9141-740f24312a1c,Plaisance,,,,,,Postal Address,,St. Mary ,MY0128,Parish,"Plaisance, La Rue de la Vallée",,,0800128,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.173662 49.234331)),,1. Government of Jersey 2. Société Jersiaise,2020-12-03,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
2995cb80-1168-0138-9135-740f24312a1c,Le Grand Clos du Manoir,,,,,,Field Number,,St. Saviour,,Parish,"Le Grand Clos du Manoir, Field S13",,,1100017,,,,GEOMETRYCOLLECTION (POINT (-2.070119 49.221497)),,,2020-01-04,"Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,
2f131d10-1168-0138-9138-740f24312a1c,Havelet Farm,,,,,Richmond Map,Postal Address,,St. Peter,PE0247,Parish,"Havelet Farm, La Rue des Vignes",,,1000247,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.173768 49.200974)),,1. Government of Jersey,2018-08-30,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
5718d880-1e0c-0138-8d56-740f24312a1c,Bead,,,,,,,,St. Brelade,,Parish,,,,0100463,,,,,,1. Jersey Heritage Archaeology collection,2020-02-08,,,,1. Glass beads (A/0005395),
04dd48d0-149c-0138-c574-740f24312a1c,La Cavalerie,,,,,,Postal Address,,St. Helier,,Parish,"La Cavalerie, Le Mont Cochon",,,0400544,,,,GEOMETRYCOLLECTION (POINT (-2.130935 49.206957)),,,2019-11-08,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,
04a67b60-149c-0138-c574-740f24312a1c,20,,,,,,Postal Address,,St. Helier,HE0273,Parish,"20, Hill Street",,,0400273,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.104789 49.183503)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive,2019-08-20,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Quintaine, R. 2017. What's Your Street's Story?: Hill Street  [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (SJPA/034211)",
04aa3fc0-149c-0138-c574-740f24312a1c,2-8,,,,,,Postal Address,,St. Helier,HE0373,Parish,"2-8, Oxford Road",,,0400373,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.100819 49.188169)),,1. Government of Jersey ,2019-08-27,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
b3880e90-149f-0138-c57a-740f24312a1c,Le Carrefour,,,,,,Postal Address,,Trinity,TR0058,Parish,"Le Carrefour, La Rue es Picots",,,1200058,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.08704 49.233304)),,1. Société Jersiaise Photographic Archive 2. Government of Jersey,2018-05-16,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 09.04.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Photograph (SJPA/007024)  2. Listing photographs, Historic Environment Resurvey",
04a9fa30-149c-0138-c574-740f24312a1c,Belmont,,,,,,Postal Address,,St. Helier,HE0366/HE0367,Parish,"Belmont, Oaklands Lane",,,0400366,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.095826 49.206437)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive,2019-08-27,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 11.11.2019) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (SJPA/006422, SJPA/007204-6, SJPA/007208-9)",
84f80000-1168-0138-913b-740f24312a1c,Seymour Cottage,,,,,,Postal Address,,Grouville,GR0087,Parish,"Seymour Cottage, La Grande Route des Sablons",,,0300087,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.029894 49.170261)),,1. Government of Jersey,2020-08-02,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
2f0e2190-1168-0138-9138-740f24312a1c,Sunnyfield Farm ,,,,,,Postal Address,,St. Peter,PE0075/PE0160,Parish,"Sunnyfield Farm , La Grande Route de St Pierre",,,1000075,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.18377 49.214702)),,1. Government of Jersey,2018-08-24,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
fca83d50-149c-0138-c577-740f24312a1c,La Robeline ,,,,,,Postal Address,,St. Ouen,OU0181,Parish,"La Robeline , Le Mont des Corvées",,,0900181,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.222746 49.236963)),,1. Government of Jersey 2. Société Jersiaise,2018-12-19,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.09.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
84f81530-1168-0138-913b-740f24312a1c,Whitehall Farm,,,,,Richmond Map,Postal Address,,Grouville,GR0092,Parish,"Whitehall Farm, La Hougue",,,0300092,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.060159 49.197855)),,1. Government of Jersey,2020-08-02,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
aec942f0-8645-11eb-8701-0275d4869ef4,37 New Street,,,,,,Postal Address,,St. Helier,,Parish,37 New Street,,,0401225,,,,GEOMETRYCOLLECTION (POINT (-2.106054 49.185905)),,,,"Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,
04a16520-149c-0138-c574-740f24312a1c,44,,,,,,Postal Address,,St. Helier,HE0137,Parish,"44, Clearview Street",,,0400137,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.106788 49.191519)),,1. Government of Jersey 2. Jersey Archive,2019-08-19,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Report (D/AL/C3/20)",
04dd7ee0-149c-0138-c574-740f24312a1c,Datestone '1812',,,,,,Postal Address,,St. Helier,,Parish,"Datestone '1812', Parcq de Cadoret",,,0400438,,,,GEOMETRYCOLLECTION (POINT (-2.118038 49.214651)),,,2019-11-11,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.11.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. ",,,,
04b101c0-149c-0138-c574-740f24312a1c,1 Verulam Place,,,,,,Postal Address,,St. Helier,HE0559,Parish,"1 Verulam Place, Clairvale Road",,,0400559,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.105726 49.191391)),,1. Government of Jersey ,2019-08-30,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
507ccb90-116c-0138-9150-740f24312a1c,Site of La Tour du Sud,,,,,"Richmond Map,Coastal Fortification",Postal Address,,St. Brelade,,Parish,"Site of La Tour du Sud, La Route de la Pulente",,,0100158,,,,GEOMETRYCOLLECTION (POINT (-2.225515 49.197823)),,1. Société Jersiaise Photographic Archive,,,,,1. Photograph (SJPA/008010),
29944010-1168-0138-9135-740f24312a1c,Roselands Farm,,,,,Richmond Map,Postal Address,,St. Saviour,SA0282,Parish,"Roselands Farm, La Rue de Beauvoir",,,1100282,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.084324 49.191031)),,1. Government of Jersey 2. Société Jersiaise,2020-02-04,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 12.03.2018) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
5076fa60-116c-0138-9150-740f24312a1c,Site of Batterie Ziethen,,,,,German Occupation,Postal Address,,St. Brelade,,Parish,"Site of Batterie Ziethen, Le Mont de la Pulente",,,0100018,,,,GEOMETRYCOLLECTION (POINT (-2.229369 49.186549)),,,,,,,,
f179f610-1168-0138-9141-740f24312a1c,Les Monts Simon de l'ouest,,,,,Place of Worship,Field Number,,St. Mary ,,Parish,"Les Monts Simon de l'ouest, Field MY822",,,0800219,,,,GEOMETRYCOLLECTION (POINT (-2.164524 49.230536)),,1. Société Jersiaise,2019-01-30,"Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research]",,,1. Sites and Monuments Database,
2f0cf7a0-1168-0138-9138-740f24312a1c,Forest Hill,,,,,,Postal Address,,St. Peter,PE0041,Parish,"Forest Hill, Le Mont des Vignes",,,1000041,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.164644 49.197961)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive,2018-08-23,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (SJPA/008795-7) ",
