ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type,
fcaadef0-149c-0138-c577-740f24312a1c,Vinchelez Farm,,,,,,Postal Address,,St. Ouen,OU0154,Parish,"Vinchelez Farm, Le Cointin",,,900154,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.218033 49.243113)),,<p>1.  Government of Jersey</p>,,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca7b450-149c-0138-c577-740f24312a1c,Woodlands,,,,,Richmond Map,Postal Address,,St. Ouen,,Parish,"Woodlands, La Rue des Pallières",,,900155,,,,GEOMETRYCOLLECTION (POINT (-2.228079 49.250344)),,,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,,
fcaae910-149c-0138-c577-740f24312a1c,Milestone 'O7',,,,,,Postal Address,,St. Ouen,OU0156,Parish,"Milestone 'O7', La Rue Galichie",,,900156,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.217271 49.222235)),,<p>1.  Government of Jersey</p>,,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p>",,
fca7be50-149c-0138-c577-740f24312a1c,Resistance Nest Kempt Tower,,,,,German Occupation,Postal Address,,St. Ouen,OU0157,Parish,"Resistance Nest Kempt Tower, La Grande Route des Mielles",,,900157,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.227427 49.220689)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca7c9d0-149c-0138-c577-740f24312a1c,Resistance Nest Lewis Tower,,,,,German Occupation,Postal Address,,St. Ouen,OU0158,Parish,"Resistance Nest Lewis Tower, La Grande Route des Mielles",,,900158,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.233512 49.229132)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcaaf5c0-149c-0138-c577-740f24312a1c,La Tour Carree,,,,,"Richmond Map,Coastal Fortification",Postal Address,,St. Ouen,OU0159,Parish,"La Tour Carree, La Grande Route des Mielles",,,900159,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.2264 49.217)),,<p>1.  Government of Jersey</p>,,"<p>Castledine, J. 2011. What's Your Street's Story?: Five Mile Road [Unpublished talk] </p>
<p>Castledine, J. 2014. Five Mile Road. In: Romeril, L., et al. What's Your Street's Story? Jersey Heritage Trust, Jersey, 65-72. </p>
<p>Hills, R. 2006. La Tour Carrée Conservation Statement. Jersey Heritage, Jersey.</p>",Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'0900159 La Tour Carree Conservation Statement 2006.pdf', u'url': u'/files/uploadedfiles/0900159_La_Tour_Carree_Conservation_Statement_2006.pdf', u'lastModified': 1580488085147, u'content': u'blob:https://her.jerseyheritage.org/a4f01e1a-6570-47cd-8c92-e85f23fcea32', u'file_id': u'cce8ac30-5d42-11ea-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 10358338}]","<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcab01d0-149c-0138-c577-740f24312a1c,The Barge Aground,,,,,,Postal Address,,St. Ouen,OU0160,Parish,"The Barge Aground, La Grande Route des Mielles",,,900160,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.232252 49.227704)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive  </p><p>3.  Société Jersiaise Photographic Archive</p>,,"<p>Castledine, J. 2011. What's Your Street's Story?: Five Mile Road [Unpublished talk] </p>
<p>Castledine, J. 2014. Five Mile Road. In: Romeril, L., et al. What's Your Street's Story? Jersey Heritage Trust, Jersey, 65-72. </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Hills, R. 2005. Barge Aground Conservation Statement. Jersey Heritage Trust, Jersey. </p>",Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'0900160 Barge Aground Conservation Statement 2005.pdf', u'url': u'/files/uploadedfiles/0900160_Barge_Aground_Conservation_Statement_2005.pdf', u'lastModified': 1580488566074, u'content': u'blob:https://her.jerseyheritage.org/ace64fa9-938e-4ce1-a31c-70b50b8c4551', u'file_id': u'e64d36c8-5d42-11ea-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 7058842}]","<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Plans (D/AP1/A1070/2/6(91)) </p><p>3. Photographs (SJPA/010233, SJPA/010537)</p>",,
fcab0cd0-149c-0138-c577-740f24312a1c,"Strongpoint Plemont, Sentry Box ",,,,,German Occupation,Postal Address,,St. Ouen,OU0161,Parish,"Strongpoint Plemont, Sentry Box , La Route de Plémont",,,900161,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.228999 49.256553)),,<p>1.  Government of Jersey</p>,,"<p>Nicolle, S. 2014. What's Your Street's Story?: Plemont & Portinfer [Unpublished talk] </p>
<p>Orbasli, A., Houston, N. & Stray, J. 2013. Listing historic post boxes in Jersey. Unpublished report for Jersey Heritage.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca7d430-149c-0138-c577-740f24312a1c,La Pointe ,,,,,,Postal Address,,St. Ouen,OU0162,Parish,"La Pointe , La Rue de la Pointe",,,900162,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.200041 49.229739)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcab1770-149c-0138-c577-740f24312a1c,Plemont Fortified Guardhouse,,,,,"Coastal Fortification,German Occupation",Postal Address,,St. Ouen,OU0163,Parish,"Plemont Fortified Guardhouse, Plemont Point",,,900163,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.227586 49.25861)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Nicolle, S. 2014. What's Your Street's Story?: Plemont & Portinfer [Unpublished talk]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca7df50-149c-0138-c577-740f24312a1c,St Ouen's Parish Hall,,,,,,Postal Address,,St. Ouen,OU0164,Parish,"St Ouen's Parish Hall, La Grande Route de St Ouen",,,900164,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.202072 49.232626)),,<p>1.  Government of Jersey</p>,,"<p>Castledine, J. 2015. What's Your Street's Story?: St Ouen's Village [Unpublished talk] </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcab2200-149c-0138-c577-740f24312a1c,Parish War Memorial,,,,,,Postal Address,,St. Ouen,OU0165,Parish,"Parish War Memorial, La Grande Route de St Ouen",,,900165,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.202262 49.232539)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Société Jersiaise Photographic Archive</p>,,"<p>Castledine, J. 2015. What's Your Street's Story?: St Ouen's Village [Unpublished talk] </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Booklet (F/J/X3/1)  </p><p>3. Photograph (SJPA/017034)</p>",,
fca7eb00-149c-0138-c577-740f24312a1c,Les Ormes ,,,,,,Postal Address,,St. Ouen,OU0166,Parish,"Les Ormes , La Rue de Grantez",,,900166,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.211633 49.228542)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca7f580-149c-0138-c577-740f24312a1c,Le Vier Mont,,,,,Richmond Map,Postal Address,,St. Ouen,OU0167,Parish,"Le Vier Mont, Le Vier Mont",,,900167,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.218411 49.234526)),,<p>1.  Government of Jersey</p>,,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcae6e00-149c-0138-c577-740f24312a1c,Les Hougues,,,,,,Field Number,,St. Ouen,OU0234,Parish,"Les Hougues, Field O1121",,,900168,,Area of Archaeological Potential,,GEOMETRYCOLLECTION (POINT (-2.228685 49.237779)),,,,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,,,
fcae7900-149c-0138-c577-740f24312a1c,La Petite Hougue,,,,,,Field Number,,St. Ouen,OU0234,Parish,"La Petite Hougue, Field O1123",,,900169,,Area of Archaeological Potential,,GEOMETRYCOLLECTION (POINT (-2.227658 49.237597)),,<p>1.  Société Jersiaise</p>,,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,<p>1. Sites and Monuments Database</p>,,
fcab2c10-149c-0138-c577-740f24312a1c,Water Pump,,,,,,Postal Address,,St. Ouen,OU0170,Parish,"Water Pump, La Route de la Villaise",,,900170,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.235211 49.241075)),,<p>1.  Government of Jersey</p>,,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca80140-149c-0138-c577-740f24312a1c,La Votte,,,,,"Richmond Map,Coastal Fortification",Postal Address,,St. Ouen,OU0171,Parish,"La Votte, La Route des Havres",,,900171,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.249732 49.241173)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise Photographic Archive </p>,,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photographs (sample of collection: SJPA/001780, SJPA/001935, SJPA/008034, SJPA/032570)</p>",,
fca80c40-149c-0138-c577-740f24312a1c,"Fortress Telephone Network Junction Bunker, Festung Nachrichtennetz",,,,,German Occupation,Postal Address,,St. Ouen,OU0172,Parish,"Fortress Telephone Network Junction Bunker, Festung Nachrichtennetz, La Rue des Hougues",,,900172,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.228826 49.239982)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca81700-149c-0138-c577-740f24312a1c,Morville Farm,,,,,,Postal Address,,St. Ouen,OU0173,Parish,"Morville Farm, Le Hurel",,,900173,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.217484 49.238831)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca82340-149c-0138-c577-740f24312a1c,Le Menage es Feuvres,,,,,Richmond Map,Postal Address,,St. Ouen,OU0174,Parish,"Le Menage es Feuvres, La Route des Landes",,,900174,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.235115 49.249201)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Le Maistre, F. 1975. La Bergerie, St Ouen: and notes concerning sheep. Annual Bulletin of the Société Jersiaise, 21, 358-362. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcb136e0-149c-0138-c577-740f24312a1c,Les Landes Area of Prehistoric Activity,,,,,Palaeolithic,,,St. Ouen,OU175,Parish,Les Landes Area of Prehistoric Activity,,,900175,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.246774 49.252698)),,<p>1.  Société Jersiaise </p><p>2.  Jersey Heritage Archaeology collection</p>,,"Waterhouse, R. & Le Quesne, R. 2018. Les Landes, St Ouen, Jersey. An Archaeological Assessment. [Unpublished report]",Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'0900175 Les Landes Archaeological Assessment 2018 Part 1.pdf', u'url': u'/files/uploadedfiles/0900175_Les_Landes_Archaeological_Assessment_2018_Part_1.pdf', u'lastModified': 1635496554593, u'content': u'blob:https://her.jerseyheritage.org/a9330731-4f69-489d-8cc5-c620f417a70e', u'file_id': u'ad92c7b8-3896-11ec-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 93784566}, {u'status': u'uploaded', u'index': 0, u'name': u'0900175 Les Landes Archaeological Assessment 2018 Part 2 Appendix.pdf', u'url': u'/files/uploadedfiles/0900175_Les_Landes_Archaeological_Assessment_2018_Part_2_Appendix.pdf', u'lastModified': 1635496673380, u'content': u'blob:https://her.jerseyheritage.org/60b509a2-6276-4706-97e4-28931bb09cd6', u'file_id': u'3e56871c-3897-11ec-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 121576551}]","<p>1. Sites and Monuments Database. Fieldwalking cards </p><p>2. Artefacts (sample of collection: A/0000587-96, A/0000636-40)</p>",,
fcab7ca0-149c-0138-c577-740f24312a1c,Post Box No.29,,,,,,Postal Address,,St. Ouen,OU0203,Parish,"Post Box No.29, La Ville de L'Église",,,900176,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.205858 49.225634)),,<p>1.  Government of Jersey</p>,,"Orbasli, A., Houston, N. & Stray, J. 2013. Listing historic post boxes in Jersey. Unpublished report for Jersey Heritage.",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcab35f0-149c-0138-c577-740f24312a1c,Milestone 'O6',,,,,,Postal Address,,St. Ouen,OU0177,Parish,"Milestone 'O6', La Rue du Manoir",,,900177,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.200243 49.226307)),,<p>1.  Government of Jersey </p>,,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p>",,
fcab4120-149c-0138-c577-740f24312a1c,Milestone '1814 & 1839',,,,,,Postal Address,,St. Ouen,OU0178,Parish,"Milestone '1814 & 1839', La Rue du Manoir",,,900178,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.202599 49.23264)),,<p>1.  Government of Jersey</p>,,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p>",,
fca831d0-149c-0138-c577-740f24312a1c,Millais Farm,,,,,Richmond Map,Postal Address,,St. Ouen,OU0179,Parish,"Millais Farm, Le Mont",,,900179,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.230531 49.242398)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcab4ae0-149c-0138-c577-740f24312a1c,Fontaine,,,,,,Postal Address,,St. Ouen,OU0180,Parish,"Fontaine, Le Mont de la Grève de Lecq",,,900180,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.204951 49.240979)),,<p>1.  Government of Jersey</p>,,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 08.11.2018) ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca83d50-149c-0138-c577-740f24312a1c,La Robeline ,,,,,,Postal Address,,St. Ouen,OU0181,Parish,"La Robeline , Le Mont des Corvées",,,900181,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.222746 49.236963)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.09.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>
<p> Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
fca847a0-149c-0138-c577-740f24312a1c,"Resistance Nest Doktorhaus, Command and Observation Post, ",,,,,German Occupation,Postal Address,,St. Ouen,OU0182,Parish,"Resistance Nest Doktorhaus, Command and Observation Post, , Le Mont Matthieu",,,900182,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.21444 49.221791)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcab54f0-149c-0138-c577-740f24312a1c,Water Pump,,,,,,Postal Address,,St. Ouen,OU0183,Parish,"Water Pump, Le Mont Pinel",,,900183,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.22681 49.234692)),,<p>1.  Government of Jersey</p>,,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"<p>1. Listing photograph, Historic Environment Resurvey</p>",,
fca85130-149c-0138-c577-740f24312a1c,Resistance Nest Thiebaud,,,,,German Occupation,Postal Address,,St. Ouen,OU0184,Parish,"Resistance Nest Thiebaud, Le Mont Pinel",,,900184,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.231514 49.233344)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcab5ef0-149c-0138-c577-740f24312a1c,Plemont Magazine,,,,,"Coastal Fortification,German Occupation",Postal Address,,St. Ouen,OU0185,Parish,"Plemont Magazine, Plemont Point",,,900185,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.227057 49.25813)),,<p>1.  Government of Jersey</p>,,"Nicolle, S. 2014. What's Your Street's Story?: Plemont & Portinfer [Unpublished talk]",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca85c20-149c-0138-c577-740f24312a1c,Telephone Exchange Bunker & Battery Command Post,,,,,German Occupation,Postal Address,,St. Ouen,OU0186,Parish,"Telephone Exchange Bunker & Battery Command Post, Le Mont Rossignol",,,900186,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.208241 49.216938)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca866e0-149c-0138-c577-740f24312a1c,Resistance Nest La Mare Mill,,,,,German Occupation,Postal Address,,St. Ouen,OU0176/OU0187,Parish,"Resistance Nest La Mare Mill, Le Mont Rossignol",,,900187,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.211771 49.213339)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca87110-149c-0138-c577-740f24312a1c,Plaisance Cottage,,,,,Richmond Map,Postal Address,,St. Ouen,OU0188,Parish,"Plaisance Cottage, La Rue Motier",,,900188,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.206398 49.225286)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.</p>
<p> McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fcab6890-149c-0138-c577-740f24312a1c,Water Pump,,,,,,Postal Address,,St. Ouen,OU0189,Parish,"Water Pump, La Rue des Pelles",,,900189,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.203752 49.223576)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca87c70-149c-0138-c577-740f24312a1c,La Place ,,,,,Richmond Map,Postal Address,,St. Ouen,OU0190,Parish,"La Place , La Route de Plémont",,,900190,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.223932 49.253094)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.09.2018)</p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Nicolle, S. 2014. What's Your Street's Story?: Plemont & Portinfer [Unpublished talk] </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
fca88670-149c-0138-c577-740f24312a1c,"Strongpoint Plemont, Coastal Artillery Observation Post (M3) ",,,,,German Occupation,Postal Address,,St. Ouen,OU0191,Parish,"Strongpoint Plemont, Coastal Artillery Observation Post (M3) , Plemont",,,900191,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.224831 49.257356)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca89160-149c-0138-c577-740f24312a1c,Le Petit Menage,,,,,Richmond Map,Postal Address,,St. Ouen,OU0192,Parish,"Le Petit Menage, La Rue de la Porte",,,900192,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.225836 49.249101)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
fcab7260-149c-0138-c577-740f24312a1c,"Strongpoint Plemont, Machine Gun Emplacement ",,,,,German Occupation,Postal Address,,St. Ouen,OU0193,Parish,"Strongpoint Plemont, Machine Gun Emplacement , La Route de Plémont",,,900193,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.224439 49.257586)),,<p>1.  Government of Jersey</p>,,"Nicolle, S. 2014. What's Your Street's Story?: Plemont & Portinfer [Unpublished talk]",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca89dc0-149c-0138-c577-740f24312a1c,La Robeline,,,,,Richmond Map,Postal Address,,St. Ouen,OU0194,Parish,"La Robeline, La Rue de la Robeline",,,900194,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.225978 49.237155)),,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,
fca8a870-149c-0138-c577-740f24312a1c,Le Mont,,,,,Richmond Map,Postal Address,,St. Ouen,OU0195,Parish,"Le Mont, La Ruette",,,900195,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.228717 49.242137)),,<p>1.  Government of Jersey</p>,,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
fca8b460-149c-0138-c577-740f24312a1c,La Ronce,,,,,Richmond Map,Postal Address,,St. Ouen,OU0196,Parish,"La Ronce, La Route de Trodez",,,900196,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.213146 49.238259)),,<p>1.  Government of Jersey </p><p>2.  Jersey Archive </p><p>3.  Société Jersiaise </p><p>4.  Société Jersiaise Photographic Archive</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 08.11.2018)  </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. </p>
<p>Tanguy, J.D. 1988. Reports from Sections. Archaeology Section Report for 1987. Annual Bulletin of the Société Jersiaise, 24, 444-8.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Photographs (P/03/B71/01-2) </p><p>3. Sites and Monuments Database </p><p>4. Photographs (SJPA/008773-90)</p>",,
